month_year,region,country,type_of_crude,volume,total_value,cif_price,prop_of_total_imports
2016-10-01,Middle East,Saudi Arabia,Berri (Extra Light),3758,177441,47.22,0.0111
2016-10-01,Middle East,Yemen,Marib Light,316,15702,49.69,9e-4
2016-11-01,Africa,Algeria,Saharan Blend,6991,334743,47.89,0.020499999999999997
2016-11-01,Africa,Algeria,Other Algeria Crude,521,23435,44.97,0.0015
2016-11-01,Africa,Angola,Cabinda,1945,90057,46.3,0.005699999999999999
2016-11-01,Africa,Angola,Other Angola Crude,3775,177028,46.9,0.0111
2016-11-01,Africa,Cameroon,Cameroon Crude,1220,54779,44.9,0.0036
2016-11-01,Africa,Congo,Congo Crude,1869,81933,43.83,0.0055000000000000005
2016-11-01,Africa,Egypt,Medium/Light (30-40o),4328,197083,45.54,0.0127
2016-11-01,Africa,Gabon,Rabi/Rabi Kounga,383,17435,45.52,0.0011
2016-11-01,Africa,Gabon,Other Gabon Crude,600,28523,47.54,0.0018
2016-11-01,Africa,Libya,Medium (30-40o),7749,348810,45.01,0.0227
2016-11-01,Africa,Libya,Heavy (<30o API),598,25182,42.11,0.0018
2016-11-01,Africa,Libya,Light (>40o),2509,113272,45.14,0.0074
2016-11-01,Africa,Nigeria,Medium (<33o),11639,545486,46.87,0.0341
2016-11-01,Africa,Nigeria,Light (33-45o),9450,447315,47.34,0.0277
2016-11-01,Africa,Nigeria,Condensate (>45o),843,39908,47.36,0.0025
2016-11-01,Africa,Other African Countries,Other Africa Crude,7732,353290,45.69,0.0227
2016-11-01,Africa,Tunisia,Tunisia Crude,420,17427,41.5,0.0012
2016-11-01,America,Brazil,Brazil Crude,2022,78446,38.79,0.0059
2016-11-01,America,Canada,Light Sweet (>30o API),1643,76931,46.82,0.0048
2016-11-01,America,Colombia,Other Colombia Crude,88,3279,37.43,3e-4
2016-11-01,America,Mexico,Olmeca,1513,68291,45.15,0.0044
2016-11-01,America,Mexico,Isthmus,1000,42075,42.08,0.0029
2016-11-01,America,Mexico,Maya,8523,345307,40.51,0.025
2016-11-01,America,United States,Other US Crude,758,34053,44.9,0.0022
2016-11-01,America,Venezuela,Medium (22-30o),130,5281,40.62,4e-4
2016-11-01,America,Venezuela,Extra Heavy (<17o),1710,65136,38.09,0.005
2016-11-01,Europe,Denmark,Denmark Crude,870,39551,45.46,0.0025
2016-11-01,Europe,Norway,Statfjord,5331,248740,46.66,0.015600000000000001
2016-11-01,Europe,Norway,Ekofisk,5759,259935,45.13,0.0169
2016-11-01,Europe,Norway,Other Norway Crude,23627,1079538,45.69,0.0692
2016-11-01,Europe,Norway,Oseberg,1843,86370,46.86,0.0054
2016-11-01,Europe,Norway,Gullfaks,3889,177860,45.73,0.011399999999999999
2016-11-01,Europe,Other European countries,Other Europe Crude,1206,50503,41.89,0.0034999999999999996
2016-11-01,Europe,United Kingdom,Flotta,1276,57905,45.38,0.0037
2016-11-01,Europe,United Kingdom,Forties,2157,103049,47.78,0.0063
2016-11-01,Europe,United Kingdom,Brent Blend,1236,61862,50.05,0.0036
2016-11-01,Europe,United Kingdom,Other UK Crude,8604,378349,43.97,0.0252
2016-11-01,FSU,Azerbaijan,Azerbaijan Crude,11474,549336,47.88,0.0336
2016-11-01,FSU,Kazakhstan,Kazakhstan Crude,20105,910215,45.27,0.058899999999999994
2016-11-01,FSU,Other FSU countries,Other FSU Crude,2325,109356,47.04,0.0068000000000000005
2016-11-01,FSU,Russian Federation,Other Russian Fed. Crude,50405,2207085,43.79,0.1477
2016-11-01,FSU,Russian Federation,Urals,52285,2262366,43.27,0.1532
2016-11-01,Middle East,Iran,Other Iran Crude,218,9583,44.02,6e-4
2016-11-01,Middle East,Iran,Iranian Heavy,7773,329260,42.36,0.022799999999999997
2016-11-01,Middle East,Iran,Iranian Light,3042,135200,44.45,0.0089
2016-11-01,Middle East,Iraq,Basrah Light,13252,554843,41.87,0.0388
2016-11-01,Middle East,Iraq,Kirkuk,7860,316667,40.29,0.023
2016-11-01,Middle East,Iraq,Other Iraq Crude,3715,145170,39.07,0.0109
2016-11-01,Middle East,Kuwait,Kuwait Blend,5330,216120,40.55,0.015600000000000001
2016-11-01,Middle East,Saudi Arabia,Arab Light,22950,1024771,44.65,0.0672
2016-11-01,Middle East,Saudi Arabia,Arab Medium,995,45760,45.99,0.0029
2016-11-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,1198,58992,49.24,0.0034999999999999996
2016-11-01,Middle East,Saudi Arabia,Arab Heavy,678,29984,44.2,0.002
2016-11-01,Middle East,Saudi Arabia,Berri (Extra Light),1344,66483,49.45,0.0039000000000000003
2016-11-01,Middle East,Syria,Syria Light,633,23635,37.34,0.0019
2016-12-01,Africa,Algeria,Saharan Blend,11686,621387,53.17,0.034
2016-12-01,Africa,Algeria,Other Algeria Crude,948,51353,54.15,0.0028000000000000004
2016-12-01,Africa,Angola,Other Angola Crude,2859,147316,51.52,0.0083
2016-12-01,Africa,Cameroon,Cameroon Crude,93,4888,52.56,3e-4
2016-12-01,Africa,Congo,Congo Crude,1800,90808,50.44,0.0052
2016-12-01,Africa,Egypt,Medium/Light (30-40o),4135,221671,53.61,0.012
2016-12-01,Africa,Gabon,Other Gabon Crude,1631,81279,49.82,0.0048
2016-12-01,Africa,Libya,Medium (30-40o),8241,429124,52.07,0.024
2016-12-01,Africa,Libya,Heavy (<30o API),1160,52820,45.55,0.0034000000000000002
2016-12-01,Africa,Libya,Light (>40o),1200,64751,53.95,0.0034999999999999996
2016-12-01,Africa,Nigeria,Medium (<33o),6968,369609,53.05,0.0203
2016-12-01,Africa,Nigeria,Light (33-45o),7636,411722,53.92,0.0222
2016-12-01,Africa,Nigeria,Condensate (>45o),457,25806,56.48,0.0013
2016-12-01,Africa,Other African Countries,Other Africa Crude,3738,204197,54.63,0.0109
2016-12-01,Africa,Tunisia,Tunisia Crude,463,23419,50.59,0.0013
2016-12-01,America,Brazil,Brazil Crude,2401,109695,45.69,0.006999999999999999
2016-12-01,America,Canada,Canadian Heavy (<33° API),640,30128,47.07,0.0019
2016-12-01,America,Colombia,Other Colombia Crude,995,45895,46.14,0.0029
2016-12-01,America,Mexico,Olmeca,2446,122700,50.16,0.0070999999999999995
2016-12-01,America,Mexico,Maya,5015,195254,38.93,0.0146
2016-12-01,America,United States,Alaska,644,34956,54.28,0.0019
2016-12-01,America,United States,Other US Crude,208,11452,55.02,6e-4
2016-12-01,America,Venezuela,Medium (22-30o),75,3710,49.47,2e-4
2016-12-01,America,Venezuela,Extra Heavy (<17o),1803,84789,47.02,0.0053
2016-12-01,Europe,Denmark,Denmark Crude,2494,132802,53.26,0.0073
2016-12-01,Europe,Norway,Statfjord,3597,193617,53.82,0.0105
2016-12-01,Europe,Norway,Ekofisk,9020,487366,54.03,0.0263
2016-12-01,Europe,Norway,Other Norway Crude,24800,1330602,53.65,0.0722
2016-12-01,Europe,Norway,Oseberg,3642,194172,53.32,0.0106
2016-12-01,Europe,Norway,Gullfaks,1887,103925,55.07,0.0055000000000000005
2016-12-01,Europe,Other European countries,Other Europe Crude,1888,90827,48.12,0.0055000000000000005
2016-12-01,Europe,United Kingdom,Flotta,2479,123747,49.92,0.0072
2016-12-01,Europe,United Kingdom,Forties,4875,254881,52.28,0.014199999999999999
2016-12-01,Europe,United Kingdom,Brent Blend,1897,103513,54.56,0.0055000000000000005
2016-12-01,Europe,United Kingdom,Other UK Crude,7753,406821,52.47,0.0226
2016-12-01,FSU,Azerbaijan,Azerbaijan Crude,10724,585648,54.61,0.031200000000000002
2016-12-01,FSU,Kazakhstan,Kazakhstan Crude,22703,1101562,48.52,0.0661
2016-12-01,FSU,Other FSU countries,Other FSU Crude,422,20817,49.39,0.0012
2016-12-01,FSU,Russian Federation,Other Russian Fed. Crude,43341,2210160,51,0.12619999999999998
2016-12-01,FSU,Russian Federation,Urals,58890,3008531,51.09,0.17149999999999999
2016-12-01,Middle East,Iran,Other Iran Crude,564,28889,51.21,0.0016
2016-12-01,Middle East,Iran,Iranian Heavy,9003,416186,46.22,0.0262
2016-12-01,Middle East,Iran,Iranian Light,7511,366582,48.81,0.0219
2016-12-01,Middle East,Iraq,Basrah Light,12675,627278,49.49,0.0369
2016-12-01,Middle East,Iraq,Kirkuk,4767,230066,48.26,0.0139
2016-12-01,Middle East,Iraq,Other Iraq Crude,7014,321208,45.8,0.0204
2016-12-01,Middle East,Kuwait,Kuwait Blend,5072,248521,49,0.0148
2016-12-01,Middle East,Other Middle East Countries,Other Middle East Crude,239,11633,48.67,7.000000000000001e-4
2016-12-01,Middle East,Saudi Arabia,Arab Light,23558,1201339,50.99,0.06860000000000001
2016-12-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,766,32295,42.16,0.0022
2016-12-01,Middle East,Saudi Arabia,Arab Heavy,578,28880,49.93,0.0017000000000000001
2016-12-01,Middle East,Saudi Arabia,Berri (Extra Light),3984,208494,52.34,0.0116
2017-01-01,Africa,Algeria,Saharan Blend,5321,297060,55.83,0.0152
2017-01-01,Africa,Algeria,Other Algeria Crude,23,1290,56.09,1e-4
2017-01-01,Africa,Angola,Other Angola Crude,3956,221030,55.87,0.0113
2017-01-01,Africa,Cameroon,Cameroon Crude,2281,124790,54.72,0.006500000000000001
2017-01-01,Africa,Congo,Congo Crude,2,96,53.62,0
2017-01-01,Africa,Egypt,Medium/Light (30-40o),3616,200019,55.32,0.0104
2017-01-01,Africa,Libya,Medium (30-40o),12133,655622,54.04,0.0348
2017-01-01,Africa,Libya,Heavy (<30o API),1112,57094,51.34,0.0032
2017-01-01,Africa,Libya,Light (>40o),1141,62447,54.75,0.0033
2017-01-01,Africa,Nigeria,Medium (<33o),4503,254931,56.61,0.0129
2017-01-01,Africa,Nigeria,Light (33-45o),12558,717069,57.1,0.036000000000000004
2017-01-01,Africa,Nigeria,Condensate (>45o),235,13308,56.68,7.000000000000001e-4
2017-01-01,Africa,Other African Countries,Other Africa Crude,3687,199112,54.01,0.0106
2017-01-01,Africa,Tunisia,Tunisia Crude,153,8149,53.26,4e-4
2017-01-01,America,Brazil,Brazil Crude,3433,174153,50.72,0.0098
2017-01-01,America,Canada,Canadian Heavy (<33° API),523,25778,49.29,0.0015
2017-01-01,America,Canada,Light Sweet (>30o API),2015,111101,55.13,0.0058
2017-01-01,America,Colombia,Other Colombia Crude,991,46940,47.38,0.0028000000000000004
2017-01-01,America,Mexico,Olmeca,1622,85926,52.98,0.0046
2017-01-01,America,Mexico,Maya,6001,258034,43,0.0172
2017-01-01,America,Other Latin America countries,Other Latin America Crude,372,21317,57.37,0.0011
2017-01-01,America,United States,Alaska,1321,72870,55.16,0.0038
2017-01-01,America,United States,Other US Crude,2199,120243,54.68,0.0063
2017-01-01,America,Venezuela,Medium (22-30o),4,202,50.5,0
2017-01-01,America,Venezuela,Extra Heavy (<17o),3595,160833,44.74,0.0103
2017-01-01,Europe,Denmark,Denmark Crude,1517,82349,54.28,0.0043
2017-01-01,Europe,Norway,Statfjord,5061,278667,55.07,0.014499999999999999
2017-01-01,Europe,Norway,Ekofisk,3950,219672,55.62,0.0113
2017-01-01,Europe,Norway,Other Norway Crude,28061,1561322,55.64,0.08039999999999999
2017-01-01,Europe,Norway,Oseberg,1837,101260,55.12,0.0053
2017-01-01,Europe,Norway,Gullfaks,7003,392466,56.05,0.020099999999999996
2017-01-01,Europe,Other European countries,Other Europe Crude,549,27955,50.97,0.0016
2017-01-01,Europe,United Kingdom,Flotta,3612,194660,53.89,0.0104
2017-01-01,Europe,United Kingdom,Forties,2148,115353,53.71,0.0062
2017-01-01,Europe,United Kingdom,Brent Blend,1290,71402,55.34,0.0037
2017-01-01,Europe,United Kingdom,Other UK Crude,5611,303210,54.04,0.0161
2017-01-01,FSU,Azerbaijan,Azerbaijan Crude,13758,779713,56.67,0.0394
2017-01-01,FSU,Kazakhstan,Kazakhstan Crude,24725,1360126,55.01,0.0708
2017-01-01,FSU,Other FSU countries,Other FSU Crude,1489,83354,55.99,0.0043
2017-01-01,FSU,Russian Federation,Other Russian Fed. Crude,44547,2379314,53.41,0.1276
2017-01-01,FSU,Russian Federation,Urals,65444,3426421,52.36,0.1875
2017-01-01,Middle East,Iran,Other Iran Crude,641,34376,53.66,0.0018
2017-01-01,Middle East,Iran,Iranian Heavy,6998,348869,49.86,0.020099999999999996
2017-01-01,Middle East,Iran,Iranian Light,7193,368408,51.22,0.0206
2017-01-01,Middle East,Iraq,Basrah Light,15196,756899,49.81,0.0435
2017-01-01,Middle East,Iraq,Kirkuk,6716,337763,50.29,0.0192
2017-01-01,Middle East,Iraq,Other Iraq Crude,5074,247389,48.76,0.014499999999999999
2017-01-01,Middle East,Kuwait,Kuwait Blend,5182,265013,51.14,0.0148
2017-01-01,Middle East,Saudi Arabia,Arab Light,15419,808721,52.45,0.044199999999999996
2017-01-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,719,39431,54.84,0.0021
2017-01-01,Middle East,Saudi Arabia,Berri (Extra Light),2166,117884,54.43,0.0062
2017-01-01,Middle East,Yemen,Marib Light,309,16435,53.19,9e-4
2017-02-01,Africa,Algeria,Saharan Blend,8192,457440,55.84,0.0268
2017-02-01,Africa,Angola,Other Angola Crude,2946,164406,55.82,0.0096
2017-02-01,Africa,Cameroon,Cameroon Crude,2586,144322,55.81,0.0085
2017-02-01,Africa,Egypt,Medium/Light (30-40o),2480,136560,55.07,0.008100000000000001
2017-02-01,Africa,Gabon,Rabi/Rabi Kounga,394,22491,57.08,0.0013
2017-02-01,Africa,Libya,Medium (30-40o),8678,466926,53.81,0.028399999999999998
2017-02-01,Africa,Libya,Heavy (<30o API),626,32096,51.27,0.002
2017-02-01,Africa,Libya,Light (>40o),3284,182346,55.53,0.010700000000000001
2017-02-01,Africa,Nigeria,Medium (<33o),7147,397566,55.63,0.023399999999999997
2017-02-01,Africa,Nigeria,Light (33-45o),7356,421784,57.34,0.0241
2017-02-01,Africa,Nigeria,Condensate (>45o),553,31167,56.41,0.0018
2017-02-01,Africa,Other African Countries,Other Africa Crude,3592,197635,55.01,0.011699999999999999
2017-02-01,Africa,Tunisia,Tunisia Crude,136,7468,54.91,4e-4
2017-02-01,America,Brazil,Brazil Crude,1566,83770,53.49,0.0051
2017-02-01,America,Canada,Light Sweet (>30o API),2391,131041,54.81,0.0078000000000000005
2017-02-01,America,Colombia,Other Colombia Crude,1488,72727,48.88,0.0049
2017-02-01,America,Mexico,Olmeca,1404,76491,54.48,0.0046
2017-02-01,America,Mexico,Maya,7007,283325,40.44,0.0229
2017-02-01,America,Other Latin America countries,Other Latin America Crude,332,17788,53.52,0.0011
2017-02-01,America,United States,Other US Crude,1832,101922,55.64,0.006
2017-02-01,America,Venezuela,Medium (22-30o),2,101,50.5,0
2017-02-01,America,Venezuela,Extra Heavy (<17o),843,39162,46.43,0.0028000000000000004
2017-02-01,Europe,Denmark,Denmark Crude,2116,117983,55.75,0.0069
2017-02-01,Europe,Norway,Statfjord,3771,210301,55.77,0.0123
2017-02-01,Europe,Norway,Ekofisk,4990,276527,55.41,0.0163
2017-02-01,Europe,Norway,Other Norway Crude,24331,1361570,55.96,0.0796
2017-02-01,Europe,Norway,Oseberg,4210,236287,56.12,0.0138
2017-02-01,Europe,Norway,Gullfaks,4348,244161,56.15,0.014199999999999999
2017-02-01,Europe,Other European countries,Other Europe Crude,1093,53524,48.95,0.0036
2017-02-01,Europe,United Kingdom,Flotta,1696,92066,54.28,0.0055000000000000005
2017-02-01,Europe,United Kingdom,Forties,2059,112447,54.61,0.0067
2017-02-01,Europe,United Kingdom,Brent Blend,1861,104205,55.99,0.0060999999999999995
2017-02-01,Europe,United Kingdom,Other UK Crude,5683,308065,54.21,0.018600000000000002
2017-02-01,FSU,Azerbaijan,Azerbaijan Crude,12875,730909,56.77,0.0421
2017-02-01,FSU,Kazakhstan,Kazakhstan Crude,22644,1226174,54.15,0.07400000000000001
2017-02-01,FSU,Other FSU countries,Other FSU Crude,112,5917,53.07,4e-4
2017-02-01,FSU,Russian Federation,Other Russian Fed. Crude,41317,2221962,53.78,0.1351
2017-02-01,FSU,Russian Federation,Urals,44979,2385222,53.03,0.1471
2017-02-01,Middle East,Iran,Other Iran Crude,1356,71247,52.55,0.0044
2017-02-01,Middle East,Iran,Iranian Heavy,6633,328204,49.48,0.0217
2017-02-01,Middle East,Iran,Iranian Light,7115,368859,51.84,0.0233
2017-02-01,Middle East,Iraq,Basrah Light,12791,654831,51.19,0.0418
2017-02-01,Middle East,Iraq,Kirkuk,6952,337031,48.48,0.0227
2017-02-01,Middle East,Iraq,Other Iraq Crude,6832,337974,49.47,0.0223
2017-02-01,Middle East,Kuwait,Kuwait Blend,5594,285828,51.09,0.0183
2017-02-01,Middle East,Saudi Arabia,Arab Light,13983,734478,52.53,0.045700000000000005
2017-02-01,Middle East,Saudi Arabia,Berri (Extra Light),1668,88382,52.98,0.0055000000000000005
2017-03-01,Africa,Algeria,Saharan Blend,10952,575718,52.57,0.0336
2017-03-01,Africa,Algeria,Other Algeria Crude,620,31473,50.75,0.0019
2017-03-01,Africa,Angola,Other Angola Crude,1040,57619,55.39,0.0032
2017-03-01,Africa,Cameroon,Cameroon Crude,1609,84961,52.8,0.0049
2017-03-01,Africa,Egypt,Medium/Light (30-40o),2947,138758,47.08,0.009000000000000001
2017-03-01,Africa,Gabon,Rabi/Rabi Kounga,598,32955,55.11,0.0018
2017-03-01,Africa,Gabon,Other Gabon Crude,551,51923,94.18,0.0017000000000000001
2017-03-01,Africa,Libya,Medium (30-40o),6693,344334,51.45,0.020499999999999997
2017-03-01,Africa,Libya,Heavy (<30o API),610,31068,50.93,0.0019
2017-03-01,Africa,Libya,Light (>40o),4691,245872,52.41,0.0144
2017-03-01,Africa,Nigeria,Medium (<33o),6058,334907,55.29,0.018600000000000002
2017-03-01,Africa,Nigeria,Light (33-45o),12306,674938,54.85,0.0377
2017-03-01,Africa,Nigeria,Condensate (>45o),1348,70715,52.45,0.0040999999999999995
2017-03-01,Africa,Other African Countries,Other Africa Crude,3543,187689,52.98,0.0109
2017-03-01,Africa,Tunisia,Tunisia Crude,663,32211,48.58,0.002
2017-03-01,America,Brazil,Brazil Crude,3092,148798,48.13,0.0095
2017-03-01,America,Canada,Light Sweet (>30o API),978,50438,51.58,0.003
2017-03-01,America,Colombia,Other Colombia Crude,999,47373,47.4,0.0031
2017-03-01,America,Mexico,Olmeca,110,5761,52.52,3e-4
2017-03-01,America,Mexico,Maya,5012,219007,43.7,0.0154
2017-03-01,America,United States,Alaska,1960,104992,53.57,0.006
2017-03-01,America,United States,Other US Crude,1151,60999,53.01,0.0034999999999999996
2017-03-01,America,Venezuela,Extra Heavy (<17o),1282,57995,45.25,0.0039000000000000003
2017-03-01,Europe,Denmark,Denmark Crude,1892,103578,54.74,0.0058
2017-03-01,Europe,Norway,Statfjord,4164,221967,53.31,0.0128
2017-03-01,Europe,Norway,Ekofisk,4266,220401,51.67,0.0131
2017-03-01,Europe,Norway,Other Norway Crude,22802,1210150,53.07,0.0699
2017-03-01,Europe,Norway,Oseberg,2615,139388,53.3,0.008
2017-03-01,Europe,Norway,Gullfaks,3383,179790,53.15,0.0104
2017-03-01,Europe,Other European countries,Other Europe Crude,997,47934,48.08,0.0031
2017-03-01,Europe,United Kingdom,Flotta,3003,156929,52.25,0.0092
2017-03-01,Europe,United Kingdom,Forties,2581,133244,51.63,0.0079
2017-03-01,Europe,United Kingdom,Brent Blend,3699,193351,52.26,0.0113
2017-03-01,Europe,United Kingdom,Other UK Crude,5127,257224,50.17,0.015700000000000002
2017-03-01,FSU,Azerbaijan,Azerbaijan Crude,10863,591392,54.44,0.0333
2017-03-01,FSU,Kazakhstan,Kazakhstan Crude,24651,1277575,51.83,0.0756
2017-03-01,FSU,Other FSU countries,Other FSU Crude,591,30526,51.63,0.0018
2017-03-01,FSU,Russian Federation,Other Russian Fed. Crude,39841,2037016,51.13,0.12210000000000001
2017-03-01,FSU,Russian Federation,Urals,49893,2472838,49.56,0.15289999999999998
2017-03-01,Middle East,Iran,Other Iran Crude,1003,49474,49.35,0.0031
2017-03-01,Middle East,Iran,Iranian Heavy,12158,590235,48.55,0.0373
2017-03-01,Middle East,Iran,Iranian Light,9820,485737,49.46,0.0301
2017-03-01,Middle East,Iraq,Basrah Light,16183,771319,47.66,0.0496
2017-03-01,Middle East,Iraq,Kirkuk,4362,199399,45.71,0.0134
2017-03-01,Middle East,Iraq,Other Iraq Crude,6805,312422,45.91,0.0209
2017-03-01,Middle East,Kuwait,Kuwait Blend,4184,199555,47.69,0.0128
2017-03-01,Middle East,Saudi Arabia,Arab Light,16593,833017,50.2,0.0509
2017-03-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,593,31322,52.8,0.0018
2017-03-01,Middle East,Saudi Arabia,Arab Heavy,657,31066,47.28,0.002
2017-03-01,Middle East,Saudi Arabia,Berri (Extra Light),3712,192482,51.85,0.011399999999999999
2017-03-01,Middle East,Syria,Syria Light,764,36053,47.19,0.0023
2017-03-01,Other,Other Countries,Other crudes,210,10149,48.29,6e-4
2017-04-01,Africa,Algeria,Saharan Blend,13494,688765,51.04,0.0409
2017-04-01,Africa,Algeria,Other Algeria Crude,891,48241,54.12,0.0027
2017-04-01,Africa,Angola,Other Angola Crude,2278,120723,52.99,0.0069
2017-04-01,Africa,Cameroon,Cameroon Crude,647,31901,49.31,0.002
2017-04-01,Africa,Egypt,Medium/Light (30-40o),3584,187261,52.25,0.0109
2017-04-01,Africa,Libya,Medium (30-40o),6314,323458,51.23,0.0191
2017-04-01,Africa,Libya,Heavy (<30o API),1209,58730,48.58,0.0037
2017-04-01,Africa,Libya,Light (>40o),2076,109464,52.73,0.0063
2017-04-01,Africa,Nigeria,Medium (<33o),2242,119333,53.23,0.0068000000000000005
2017-04-01,Africa,Nigeria,Light (33-45o),14058,755541,53.74,0.0426
2017-04-01,Africa,Nigeria,Condensate (>45o),769,41036,53.35,0.0023
2017-04-01,Africa,Other African Countries,Other Africa Crude,3993,206192,51.64,0.0121
2017-04-01,Africa,Tunisia,Tunisia Crude,656,33932,51.77,0.002
2017-04-01,America,Brazil,Brazil Crude,1999,100602,50.33,0.0060999999999999995
2017-04-01,America,Colombia,Other Colombia Crude,1284,59046,45.97,0.0039000000000000003
2017-04-01,America,Mexico,Maya,7002,293466,41.91,0.0212
2017-04-01,America,Other Latin America countries,Other Latin America Crude,1398,78258,55.99,0.0042
2017-04-01,America,United States,Alaska,869,46839,53.9,0.0026
2017-04-01,America,United States,Other US Crude,3223,168803,52.37,0.0098
2017-04-01,America,Venezuela,Extra Heavy (<17o),1609,66499,41.33,0.0049
2017-04-01,Europe,Denmark,Denmark Crude,2243,118500,52.84,0.0068000000000000005
2017-04-01,Europe,Norway,Statfjord,3594,189284,52.66,0.0109
2017-04-01,Europe,Norway,Ekofisk,3751,198175,52.84,0.011399999999999999
2017-04-01,Europe,Norway,Other Norway Crude,19774,1055482,53.38,0.0599
2017-04-01,Europe,Norway,Oseberg,2470,131247,53.13,0.0075
2017-04-01,Europe,Norway,Gullfaks,4096,221878,54.17,0.0124
2017-04-01,Europe,Other European countries,Other Europe Crude,1704,79855,46.87,0.0052
2017-04-01,Europe,United Kingdom,Flotta,360,19085,53.03,0.0011
2017-04-01,Europe,United Kingdom,Forties,2551,135279,53.03,0.0077
2017-04-01,Europe,United Kingdom,Brent Blend,3295,174272,52.89,0.01
2017-04-01,Europe,United Kingdom,Other UK Crude,4380,228728,52.22,0.013300000000000001
2017-04-01,FSU,Azerbaijan,Azerbaijan Crude,14846,812220,54.71,0.045
2017-04-01,FSU,Kazakhstan,Kazakhstan Crude,28550,1483220,51.95,0.08650000000000001
2017-04-01,FSU,Other FSU countries,Other FSU Crude,222,11162,50.35,7.000000000000001e-4
2017-04-01,FSU,Russian Federation,Other Russian Fed. Crude,46520,2374544,51.04,0.141
2017-04-01,FSU,Russian Federation,Urals,50956,2564718,50.33,0.15439999999999998
2017-04-01,Middle East,Abu Dhabi,Murban,1585,88524,55.87,0.0048
2017-04-01,Middle East,Iran,Iranian Heavy,6331,306860,48.47,0.0192
2017-04-01,Middle East,Iran,Iranian Light,5722,285901,49.96,0.0173
2017-04-01,Middle East,Iraq,Basrah Light,13951,641135,45.96,0.042300000000000004
2017-04-01,Middle East,Iraq,Kirkuk,2897,136561,47.14,0.0088
2017-04-01,Middle East,Iraq,Other Iraq Crude,8279,392081,47.36,0.025099999999999997
2017-04-01,Middle East,Kuwait,Kuwait Blend,6547,322526,49.26,0.019799999999999998
2017-04-01,Middle East,Saudi Arabia,Arab Light,21139,1075716,50.89,0.0641
2017-04-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,691,35982,52.09,0.0021
2017-04-01,Middle East,Saudi Arabia,Berri (Extra Light),3892,198353,50.97,0.0118
2017-05-01,Africa,Algeria,Saharan Blend,9815,493452,50.28,0.0297
2017-05-01,Africa,Algeria,Other Algeria Crude,1351,68259,50.53,0.0040999999999999995
2017-05-01,Africa,Angola,Other Angola Crude,950,50781,53.44,0.0029
2017-05-01,Africa,Cameroon,Cameroon Crude,2305,118233,51.3,0.006999999999999999
2017-05-01,Africa,Congo,Congo Crude,948,49599,52.3,0.0029
2017-05-01,Africa,Egypt,Medium/Light (30-40o),2310,116539,50.46,0.006999999999999999
2017-05-01,Africa,Libya,Medium (30-40o),9390,471292,50.19,0.028399999999999998
2017-05-01,Africa,Libya,Heavy (<30o API),602,28704,47.69,0.0018
2017-05-01,Africa,Libya,Light (>40o),3300,168207,50.97,0.01
2017-05-01,Africa,Nigeria,Medium (<33o),6117,316451,51.73,0.018500000000000003
2017-05-01,Africa,Nigeria,Light (33-45o),15176,793798,52.31,0.046
2017-05-01,Africa,Nigeria,Condensate (>45o),2341,116978,49.98,0.0070999999999999995
2017-05-01,Africa,Other African Countries,Other Africa Crude,2717,136672,50.31,0.008199999999999999
2017-05-01,Africa,Tunisia,Tunisia Crude,384,19023,49.54,0.0012
2017-05-01,America,Brazil,Brazil Crude,4208,194213,46.15,0.0127
2017-05-01,America,Canada,Light Sweet (>30o API),1620,82576,50.97,0.0049
2017-05-01,America,Mexico,Maya,5544,231379,41.74,0.0168
2017-05-01,America,United States,Alaska,299,15106,50.52,9e-4
2017-05-01,America,United States,Other US Crude,3415,177542,51.98,0.0103
2017-05-01,America,Venezuela,Extra Heavy (<17o),491,18547,37.77,0.0015
2017-05-01,Europe,Denmark,Denmark Crude,2697,138361,51.3,0.008199999999999999
2017-05-01,Europe,Norway,Statfjord,5419,278068,51.31,0.016399999999999998
2017-05-01,Europe,Norway,Ekofisk,3157,160414,50.81,0.0096
2017-05-01,Europe,Norway,Other Norway Crude,19746,1010818,51.19,0.059800000000000006
2017-05-01,Europe,Norway,Oseberg,3820,194873,51.01,0.0116
2017-05-01,Europe,Norway,Gullfaks,4234,226050,53.39,0.0128
2017-05-01,Europe,Other European countries,Other Europe Crude,818,35698,43.65,0.0025
2017-05-01,Europe,United Kingdom,Flotta,4049,200744,49.58,0.0123
2017-05-01,Europe,United Kingdom,Forties,2633,132622,50.38,0.008
2017-05-01,Europe,United Kingdom,Brent Blend,1822,92951,51.02,0.0055000000000000005
2017-05-01,Europe,United Kingdom,Other UK Crude,5986,293604,49.05,0.0181
2017-05-01,FSU,Azerbaijan,Azerbaijan Crude,14028,744554,53.07,0.0425
2017-05-01,FSU,Kazakhstan,Kazakhstan Crude,24252,1218875,50.26,0.0735
2017-05-01,FSU,Other FSU countries,Other FSU Crude,210,10088,48.03,6e-4
2017-05-01,FSU,Russian Federation,Other Russian Fed. Crude,36730,1815771,49.44,0.11130000000000001
2017-05-01,FSU,Russian Federation,Urals,50854,2462451,48.42,0.15410000000000001
2017-05-01,Middle East,Abu Dhabi,Murban,508,26970,53.08,0.0015
