month_year,region,country,type_of_crude,volume,total_value,cif_price,prop_of_total_imports
2011-02-01,Africa,Algeria,Other Algeria Crude,618,65866,106.58,0.0021
2011-02-01,Africa,Angola,Cabinda,327,34037,104.09,0.0011
2011-02-01,Africa,Angola,Other Angola Crude,2892,284462,98.35,0.009899999999999999
2011-02-01,Africa,Cameroon,Cameroon Crude,1059,114814,108.42,0.0036
2011-02-01,Africa,Congo,Congo Crude,1843,182861,99.22,0.0063
2011-02-01,Africa,Congo (DR),Congo (DR) Crude,393,44447,113.09,0.0014000000000000002
2011-02-01,Africa,Egypt,Heavy (<30o API),515,47657,92.54,0.0018
2011-02-01,Africa,Egypt,Medium/Light (30-40o),1906,181277,95.11,0.006500000000000001
2011-02-01,Africa,Libya,Medium (30-40o),14755,1486198,100.72,0.0507
2011-02-01,Africa,Libya,Heavy (<30o API),1397,139806,100.08,0.0048
2011-02-01,Africa,Libya,Light (>40o),14395,1490004,103.51,0.0495
2011-02-01,Africa,Nigeria,Medium (<33o),4471,443120,99.1,0.0154
2011-02-01,Africa,Nigeria,Light (33-45o),12199,1254904,102.87,0.04190000000000001
2011-02-01,Africa,Nigeria,Condensate (>45o),1364,145559,106.72,0.004699999999999999
2011-02-01,Africa,Other African Countries,Other Africa Crude,3975,401764,101.06,0.0137
2011-02-01,FSU,Azerbaijan,Azerbaijan Crude,10568,1099498,104.04,0.0363
2011-02-01,FSU,Kazakhstan,Kazakhstan Crude,18798,1883204,100.18,0.0646
2011-02-01,FSU,Other FSU countries,Other FSU Crude,4851,487787,100.56,0.0167
2011-02-01,FSU,Russian Federation,Other Russian Fed. Crude,40490,4118995,101.73,0.1391
2011-02-01,FSU,Russian Federation,Urals,43756,4443746,101.56,0.15039999999999998
2011-02-01,Europe,Denmark,Denmark Crude,3497,359470,102.79,0.012
2011-02-01,Europe,Norway,Statfjord,4832,515238,106.63,0.0166
2011-02-01,Europe,Norway,Ekofisk,5840,627027,107.38,0.020099999999999996
2011-02-01,Europe,Norway,Other Norway Crude,16201,1705676,105.28,0.0557
2011-02-01,Europe,Norway,Oseberg,1970,213447,108.33,0.0068000000000000005
2011-02-01,Europe,Norway,Gullfaks,1938,204815,105.68,0.0067
2011-02-01,Europe,Other European countries,Other Europe Crude,8525,859191,100.79,0.029300000000000003
2011-02-01,Europe,United Kingdom,Flotta,592,60875,102.9,0.002
2011-02-01,Europe,United Kingdom,Forties,4345,447795,103.05,0.0149
2011-02-01,Europe,United Kingdom,Brent Blend,1896,201214,106.13,0.006500000000000001
2011-02-01,Europe,United Kingdom,Other UK Crude,6204,659123,106.25,0.0213
2011-02-01,America,Colombia,Other Colombia Crude,11,1100,99.98,0
2011-02-01,America,Mexico,Maya,4569,440233,96.35,0.015700000000000002
2011-02-01,America,Other Latin America countries,Other Latin America Crude,928,87202,93.97,0.0032
2011-02-01,America,Venezuela,Medium (22-30o),440,41756,94.9,0.0015
2011-02-01,America,Venezuela,Heavy (17-22o),410,39524,96.4,0.0014000000000000002
2011-02-01,America,Venezuela,Extra Heavy (<17o),1244,107322,86.27,0.0043
2011-03-01,Middle East,Iran,Other Iran Crude,4223,449475,106.44,0.013500000000000002
2011-03-01,Middle East,Iran,Iranian Heavy,8814,942530,106.93,0.0282
2011-03-01,Middle East,Iran,Iranian Light,4667,530417,113.66,0.0149
2011-03-01,Middle East,Iraq,Basrah Light,1029,102560,99.67,0.0033
2011-03-01,Middle East,Iraq,Kirkuk,5096,566206,111.11,0.0163
2011-03-01,Middle East,Kuwait,Kuwait Blend,2054,227173,110.6,0.0066
2011-03-01,Middle East,Saudi Arabia,Arab Light,19915,2251021,113.03,0.0637
2011-03-01,Middle East,Syria,Souedie,2122,220776,104.03,0.0068000000000000005
2011-03-01,Middle East,Syria,Syria Light,840,92259,109.83,0.0027
2011-03-01,Africa,Algeria,Saharan Blend,1345,158456,117.8,0.0043
2011-03-01,Africa,Algeria,Other Algeria Crude,1381,163718,118.55,0.0044
2011-03-01,Africa,Angola,Other Angola Crude,5130,563482,109.83,0.016399999999999998
2011-03-01,Africa,Cameroon,Cameroon Crude,1417,158284,111.72,0.0045000000000000005
2011-03-01,Africa,Congo,Congo Crude,524,52709,100.59,0.0017000000000000001
2011-03-01,Africa,Congo (DR),Congo (DR) Crude,50,6068,120.49,2e-4
2011-03-01,Africa,Egypt,Heavy (<30o API),551,58610,106.46,0.0018
2011-03-01,Africa,Egypt,Medium/Light (30-40o),2230,256004,114.81,0.0070999999999999995
2011-03-01,Africa,Gabon,Other Gabon Crude,926,100071,108.05,0.003
2011-03-01,Africa,Libya,Medium (30-40o),2332,261787,112.28,0.0075
2011-03-01,Africa,Libya,Heavy (<30o API),5847,652150,111.53,0.0187
2011-03-01,Africa,Libya,Light (>40o),7867,865895,110.07,0.0252
2011-03-01,Africa,Nigeria,Medium (<33o),5862,674484,115.06,0.018799999999999997
2011-03-01,Africa,Nigeria,Light (33-45o),10541,1235239,117.18,0.0337
2011-03-01,Africa,Nigeria,Condensate (>45o),1027,115573,112.51,0.0033
2011-03-01,Africa,Other African Countries,Other Africa Crude,4197,482167,114.88,0.0134
2011-03-01,Africa,Tunisia,Tunisia Crude,703,78701,112,0.0022
2011-03-01,FSU,Azerbaijan,Azerbaijan Crude,14319,1672249,116.78,0.0458
2011-03-01,FSU,Kazakhstan,Kazakhstan Crude,21128,2414110,114.26,0.0676
2011-03-01,FSU,Other FSU countries,Other FSU Crude,8279,915470,110.58,0.0265
2011-03-01,FSU,Russian Federation,Other Russian Fed. Crude,38857,4394079,113.08,0.1243
2011-03-01,FSU,Russian Federation,Urals,56682,6313702,111.39,0.1814
2011-03-01,Europe,Denmark,Denmark Crude,2639,302691,114.7,0.0084
2011-03-01,Europe,Norway,Statfjord,5233,612566,117.06,0.0167
2011-03-01,Europe,Norway,Ekofisk,7394,859441,116.24,0.023700000000000002
2011-03-01,Europe,Norway,Other Norway Crude,15585,1812533,116.3,0.0499
2011-03-01,Europe,Norway,Oseberg,4407,515318,116.94,0.0141
2011-03-01,Europe,Norway,Gullfaks,3387,395273,116.71,0.0108
2011-03-01,Europe,Other European countries,Other Europe Crude,9296,1038222,111.68,0.0297
2011-03-01,Europe,United Kingdom,Flotta,631,71476,113.29,0.002
2011-03-01,Europe,United Kingdom,Forties,5599,630399,112.58,0.0179
2011-03-01,Europe,United Kingdom,Brent Blend,2153,253710,117.84,0.0069
2011-03-01,Europe,United Kingdom,Other UK Crude,7178,825239,114.96,0.023
2011-03-01,America,Brazil,Brazil Crude,1797,197384,109.83,0.0058
2011-03-01,America,Mexico,Maya,4433,482392,108.82,0.014199999999999999
2011-03-01,America,Other Latin America countries,Other Latin America Crude,345,38619,111.94,0.0011
2011-03-01,America,Venezuela,Medium (22-30o),1276,132470,103.83,0.0040999999999999995
2011-03-01,America,Venezuela,Heavy (17-22o),406,43515,107.18,0.0013
2011-03-01,America,Venezuela,Extra Heavy (<17o),822,73692,89.65,0.0026
2011-04-01,Middle East,Iran,Other Iran Crude,2043,228876,112.05,0.0066
2011-04-01,Middle East,Iran,Iranian Heavy,8206,940888,114.66,0.0264
2011-04-01,Middle East,Iran,Iranian Light,5632,665166,118.11,0.0181
2011-04-01,Middle East,Iraq,Basrah Light,358,38986,108.9,0.0011
2011-04-01,Middle East,Iraq,Kirkuk,6637,785662,118.38,0.0213
2011-04-01,Middle East,Kuwait,Kuwait Blend,2113,243489,115.23,0.0068000000000000005
2011-04-01,Middle East,Saudi Arabia,Arab Light,19794,2308253,116.61,0.0636
2011-04-01,Middle East,Saudi Arabia,Berri (Extra Light),2730,323899,118.63,0.0088
2011-04-01,Middle East,Syria,Souedie,3293,379875,115.37,0.0106
2011-04-01,Africa,Algeria,Saharan Blend,6643,832887,125.38,0.0213
2011-04-01,Africa,Algeria,Other Algeria Crude,1186,152735,128.78,0.0038
2011-04-01,Africa,Angola,Other Angola Crude,4175,508119,121.69,0.0134
2011-04-01,Africa,Cameroon,Cameroon Crude,1002,122046,121.86,0.0032
2011-04-01,Africa,Congo,Congo Crude,903,102053,112.97,0.0029
2011-04-01,Africa,Congo (DR),Congo (DR) Crude,50,6068,120.49,2e-4
2011-04-01,Africa,Egypt,Heavy (<30o API),1064,111929,105.2,0.0034000000000000002
2011-04-01,Africa,Egypt,Medium/Light (30-40o),3038,371849,122.39,0.0098
2011-04-01,Africa,Libya,Medium (30-40o),1275,147740,115.87,0.0040999999999999995
2011-04-01,Africa,Libya,Light (>40o),44,5660,128.6,1e-4
2011-04-01,Africa,Nigeria,Medium (<33o),4246,541383,127.5,0.013600000000000001
2011-04-01,Africa,Nigeria,Light (33-45o),8049,1005113,124.88,0.0259
2011-04-01,Africa,Nigeria,Condensate (>45o),34,4377,127.98,1e-4
2011-04-01,Africa,Other African Countries,Other Africa Crude,3937,488192,124.02,0.0126
2011-04-01,Africa,Tunisia,Tunisia Crude,1699,207034,121.84,0.0055000000000000005
2011-04-01,FSU,Azerbaijan,Azerbaijan Crude,14846,1863917,125.55,0.04769999999999999
2011-04-01,FSU,Kazakhstan,Kazakhstan Crude,20466,2500555,122.18,0.06570000000000001
2011-04-01,FSU,Other FSU countries,Other FSU Crude,6651,792478,119.15,0.021400000000000002
2011-04-01,FSU,Russian Federation,Other Russian Fed. Crude,44369,5291458,119.26,0.1425
2011-04-01,FSU,Russian Federation,Urals,59824,7067860,118.14,0.19210000000000002
2011-04-01,Europe,Denmark,Denmark Crude,4575,559903,122.39,0.0147
2011-04-01,Europe,Norway,Statfjord,7971,1009144,126.61,0.0256
2011-04-01,Europe,Norway,Ekofisk,11193,1410236,125.99,0.036000000000000004
2011-04-01,Europe,Norway,Other Norway Crude,16685,2080350,124.68,0.0536
2011-04-01,Europe,Norway,Oseberg,3849,483014,125.51,0.0124
2011-04-01,Europe,Norway,Gullfaks,3499,445622,127.35,0.011200000000000002
2011-04-01,Europe,Other European countries,Other Europe Crude,9329,1029495,110.35,0.03
2011-04-01,Europe,United Kingdom,Flotta,649,77497,119.41,0.0021
2011-04-01,Europe,United Kingdom,Forties,3679,469719,127.68,0.0118
2011-04-01,Europe,United Kingdom,Brent Blend,1533,195137,127.29,0.0049
2011-04-01,Europe,United Kingdom,Other UK Crude,5829,726234,124.6,0.0187
2011-04-01,America,Brazil,Brazil Crude,2145,258867,120.7,0.0069
2011-04-01,America,Colombia,Other Colombia Crude,503,50854,101.15,0.0016
2011-04-01,America,Mexico,Maya,4097,432315,105.51,0.0132
2011-04-01,America,Venezuela,Light (>30o),452,57151,126.44,0.0015
2011-04-01,America,Venezuela,Extra Heavy (<17o),1056,100048,94.76,0.0034000000000000002
2011-05-01,Middle East,Abu Dhabi,Upper Zakum,165,19669,119.18,5e-4
2011-05-01,Middle East,Iran,Other Iran Crude,1291,140324,108.7,0.0040999999999999995
2011-05-01,Middle East,Iran,Iranian Heavy,13788,1529960,110.97,0.0433
2011-05-01,Middle East,Iran,Iranian Light,1670,195198,116.87,0.0052
2011-05-01,Middle East,Iraq,Basrah Light,3815,469849,123.17,0.012
2011-05-01,Middle East,Iraq,Kirkuk,3962,438924,110.8,0.0124
2011-05-01,Middle East,Iraq,Other Iraq Crude,592,62978,106.44,0.0019
2011-05-01,Middle East,Kuwait,Kuwait Blend,1999,228396,114.26,0.0063
2011-05-01,Middle East,Qatar,Qatar Land,526,58086,110.43,0.0017000000000000001
2011-05-01,Middle East,Saudi Arabia,Arab Light,19954,2237227,112.12,0.0626
2011-05-01,Middle East,Saudi Arabia,Arab Medium,619,70942,114.58,0.0019
2011-05-01,Middle East,Saudi Arabia,Arab Heavy,14,1491,106.5,0
2011-05-01,Middle East,Saudi Arabia,Berri (Extra Light),3437,387802,112.82,0.0108
2011-05-01,Middle East,Syria,Souedie,3878,419475,108.16,0.012199999999999999
2011-05-01,Africa,Algeria,Saharan Blend,2627,314144,119.57,0.008199999999999999
2011-05-01,Africa,Algeria,Other Algeria Crude,1746,205342,117.58,0.0055000000000000005
2011-05-01,Africa,Angola,Cabinda,861,100177,116.35,0.0027
2011-05-01,Africa,Angola,Other Angola Crude,4879,586407,120.18,0.015300000000000001
2011-05-01,Africa,Cameroon,Cameroon Crude,679,83836,123.47,0.0021
2011-05-01,Africa,Congo,Congo Crude,2207,247670,112.23,0.0069
2011-05-01,Africa,Congo (DR),Congo (DR) Crude,27,3040,111.32,1e-4
2011-05-01,Africa,Egypt,Heavy (<30o API),776,85359,109.99,0.0024
2011-05-01,Africa,Egypt,Medium/Light (30-40o),2561,303076,118.34,0.008
2011-05-01,Africa,Libya,Medium (30-40o),393,46791,119.06,0.0012
2011-05-01,Africa,Libya,Light (>40o),2,282,114.07,0
2011-05-01,Africa,Nigeria,Medium (<33o),4400,528755,120.17,0.0138
2011-05-01,Africa,Nigeria,Light (33-45o),15712,1869854,119.01,0.0493
2011-05-01,Africa,Nigeria,Condensate (>45o),24,2904,118.87,1e-4
2011-05-01,Africa,Other African Countries,Other Africa Crude,6364,763371,119.96,0.02
2011-05-01,Africa,Tunisia,Tunisia Crude,652,75593,115.88,0.002
2011-05-01,FSU,Azerbaijan,Azerbaijan Crude,14555,1765998,121.33,0.045700000000000005
2011-05-01,FSU,Kazakhstan,Kazakhstan Crude,24434,2886101,118.12,0.0767
2011-05-01,FSU,Other FSU countries,Other FSU Crude,6349,708058,111.53,0.0199
2011-05-01,FSU,Russian Federation,Other Russian Fed. Crude,43293,4886474,112.87,0.1359
2011-05-01,FSU,Russian Federation,Urals,58944,6602187,112.01,0.185
2011-05-01,Europe,Denmark,Denmark Crude,5055,596310,117.96,0.0159
2011-05-01,Europe,Norway,Statfjord,5262,622737,118.35,0.0165
2011-05-01,Europe,Norway,Ekofisk,11925,1405341,117.85,0.0374
2011-05-01,Europe,Norway,Other Norway Crude,13915,1633178,117.37,0.0437
2011-05-01,Europe,Norway,Oseberg,3523,406628,115.43,0.0111
2011-05-01,Europe,Norway,Gullfaks,4176,507869,121.62,0.0131
2011-05-01,Europe,Other European countries,Other Europe Crude,8307,930548,112.02,0.026099999999999998
2011-05-01,Europe,United Kingdom,Forties,4306,508463,118.07,0.013500000000000002
2011-05-01,Europe,United Kingdom,Brent Blend,2410,284999,118.26,0.0076
2011-05-01,Europe,United Kingdom,Other UK Crude,5064,591231,116.75,0.0159
2011-05-01,America,Brazil,Brazil Crude,938,109139,116.36,0.0029
2011-05-01,America,Mexico,Isthmus,1402,159579,113.81,0.0044
2011-05-01,America,Mexico,Maya,3951,416297,105.37,0.0124
2011-05-01,America,Venezuela,Heavy (17-22o),200,21940,109.7,6e-4
2011-05-01,America,Venezuela,Extra Heavy (<17o),1045,101399,97.03,0.0033
2011-06-01,Middle East,Abu Dhabi,Murban,317,36401,114.83,0.001
2011-06-01,Middle East,Abu Dhabi,Upper Zakum,890,105938,119,0.0027
2011-06-01,Middle East,Iran,Other Iran Crude,3062,327544,106.98,0.009300000000000001
2011-06-01,Middle East,Iran,Iranian Heavy,20465,2167055,105.89,0.062400000000000004
2011-06-01,Middle East,Iran,Iranian Light,3223,356884,110.72,0.0098
2011-06-01,Middle East,Iraq,Basrah Light,3498,384056,109.79,0.010700000000000001
2011-06-01,Middle East,Iraq,Kirkuk,10739,1165316,108.51,0.0327
2011-06-01,Middle East,Iraq,Other Iraq Crude,1215,130198,107.19,0.0037
2011-06-01,Middle East,Kuwait,Kuwait Blend,2019,225006,111.44,0.0062
2011-06-01,Middle East,Qatar,Qatar Marine,640,70509,110.17,0.002
2011-06-01,Middle East,Saudi Arabia,Arab Light,21947,2434013,110.9,0.0669
2011-06-01,Middle East,Saudi Arabia,Arab Medium,1371,145710,106.3,0.0042
2011-06-01,Middle East,Saudi Arabia,Arab Heavy,4,434,108.5,0
2011-06-01,Middle East,Saudi Arabia,Berri (Extra Light),1064,123552,116.17,0.0032
2011-06-01,Middle East,Syria,Souedie,3358,347396,103.44,0.0102
2011-06-01,Middle East,Syria,Syria Light,2715,302538,111.41,0.0083
2011-06-01,Africa,Algeria,Saharan Blend,9121,1047650,114.86,0.0278
2011-06-01,Africa,Algeria,Other Algeria Crude,711,91146,128.21,0.0022
2011-06-01,Africa,Angola,Cabinda,84,9672,115.14,3e-4
2011-06-01,Africa,Angola,Other Angola Crude,5290,603274,114.04,0.0161
2011-06-01,Africa,Cameroon,Cameroon Crude,2316,269303,116.28,0.0070999999999999995
2011-06-01,Africa,Congo,Congo Crude,2400,268630,111.95,0.0073
2011-06-01,Africa,Congo (DR),Congo (DR) Crude,228,25316,110.89,7.000000000000001e-4
2011-06-01,Africa,Egypt,Heavy (<30o API),3269,362011,110.73,0.01
2011-06-01,Africa,Egypt,Medium/Light (30-40o),2162,249117,115.22,0.0066
2011-06-01,Africa,Gabon,Other Gabon Crude,252,26199,103.96,8e-4
2011-06-01,Africa,Libya,Heavy (<30o API),263,29753,113.27,8e-4
2011-06-01,Africa,Libya,Light (>40o),335,38937,116.18,0.001
2011-06-01,Africa,Nigeria,Medium (<33o),7322,845443,115.47,0.0223
2011-06-01,Africa,Nigeria,Light (33-45o),11861,1419809,119.7,0.0361
2011-06-01,Africa,Nigeria,Condensate (>45o),922,110484,119.89,0.0028000000000000004
2011-06-01,Africa,Other African Countries,Other Africa Crude,5839,695326,119.07,0.0178
2011-06-01,Africa,Tunisia,Tunisia Crude,579,65653,113.39,0.0018
2011-06-01,FSU,Azerbaijan,Azerbaijan Crude,16372,1967009,120.15,0.0499
2011-06-01,FSU,Kazakhstan,Kazakhstan Crude,15770,1823281,115.62,0.0481
2011-06-01,FSU,Other FSU countries,Other FSU Crude,7674,853764,111.26,0.023399999999999997
2011-06-01,FSU,Russian Federation,Other Russian Fed. Crude,38077,4291108,112.7,0.11599999999999999
2011-06-01,FSU,Russian Federation,Urals,47673,5457710,114.48,0.14529999999999998
2011-06-01,Europe,Denmark,Denmark Crude,4691,545456,116.28,0.0143
2011-06-01,Europe,Norway,Statfjord,5303,627409,118.32,0.016200000000000003
2011-06-01,Europe,Norway,Ekofisk,7879,920702,116.85,0.024
2011-06-01,Europe,Norway,Other Norway Crude,21044,2465309,117.15,0.0641
2011-06-01,Europe,Norway,Oseberg,1875,211989,113.06,0.005699999999999999
2011-06-01,Europe,Norway,Gullfaks,1652,195763,118.5,0.005
2011-06-01,Europe,Other European countries,Other Europe Crude,8039,893398,111.14,0.0245
2011-06-01,Europe,United Kingdom,Forties,4521,517220,114.4,0.0138
2011-06-01,Europe,United Kingdom,Brent Blend,824,95421,115.8,0.0025
2011-06-01,Europe,United Kingdom,Other UK Crude,6550,754522,115.19,0.02
2011-06-01,America,Brazil,Brazil Crude,3785,426077,112.56,0.0115
2011-06-01,America,Canada,Light Sweet (>30o API),693,79854,115.23,0.0021
2011-06-01,America,Colombia,Other Colombia Crude,1098,115188,104.94,0.0033
2011-06-01,America,Mexico,Maya,3068,323020,105.29,0.009399999999999999
2011-06-01,America,Venezuela,Medium (22-30o),420,36711,87.41,0.0013
2011-06-01,America,Venezuela,Heavy (17-22o),420,37779,89.95,0.0013
2011-06-01,America,Venezuela,Extra Heavy (<17o),1220,116519,95.49,0.0037
2011-07-01,Middle East,Abu Dhabi,Murban,681,81454,119.61,0.002
2011-07-01,Middle East,Abu Dhabi,Upper Zakum,473,53090,112.24,0.0014000000000000002
2011-07-01,Middle East,Iran,Other Iran Crude,2002,229760,114.79,0.006
2011-07-01,Middle East,Iran,Iranian Heavy,19593,2140417,109.24,0.0583
2011-07-01,Middle East,Iran,Iranian Light,771,83847,108.78,0.0023
2011-07-01,Middle East,Iraq,Basrah Light,3164,344810,108.99,0.009399999999999999
2011-07-01,Middle East,Iraq,Kirkuk,9783,1066716,109.03,0.0291
2011-07-01,Middle East,Iraq,Other Iraq Crude,2057,229903,111.77,0.0060999999999999995
2011-07-01,Middle East,Kuwait,Kuwait Blend,2130,236687,111.12,0.0063
2011-07-01,Middle East,Saudi Arabia,Arab Light,24509,2749810,112.2,0.0729
2011-07-01,Middle East,Saudi Arabia,Arab Medium,1222,134971,110.46,0.0036
2011-07-01,Middle East,Saudi Arabia,Arab Heavy,1252,133425,106.6,0.0037
2011-07-01,Middle East,Saudi Arabia,Berri (Extra Light),4242,480799,113.35,0.0126
2011-07-01,Middle East,Syria,Souedie,4114,432950,105.24,0.012199999999999999
2011-07-01,Middle East,Syria,Syria Light,1586,179793,113.35,0.004699999999999999
2011-07-01,Africa,Algeria,Saharan Blend,10666,1265580,118.65,0.0317
2011-07-01,Africa,Algeria,Other Algeria Crude,885,102284,115.57,0.0026
2011-07-01,Africa,Angola,Other Angola Crude,5011,570569,113.86,0.0149
2011-07-01,Africa,Cameroon,Cameroon Crude,63,7273,115.44,2e-4
2011-07-01,Africa,Congo,Congo Crude,2754,308532,112.05,0.008199999999999999
2011-07-01,Africa,Congo (DR),Congo (DR) Crude,231,26326,114.18,7.000000000000001e-4
2011-07-01,Africa,Egypt,Heavy (<30o API),1028,106206,103.28,0.0031
2011-07-01,Africa,Egypt,Medium/Light (30-40o),1283,152509,118.87,0.0038
2011-07-01,Africa,Libya,Light (>40o),4,488,116.4,0
2011-07-01,Africa,Nigeria,Medium (<33o),1848,212932,115.23,0.0055000000000000005
2011-07-01,Africa,Nigeria,Light (33-45o),12615,1511366,119.81,0.0375
2011-07-01,Africa,Nigeria,Condensate (>45o),2932,349387,119.15,0.0087
2011-07-01,Africa,Other African Countries,Other Africa Crude,5018,572186,114.03,0.0149
2011-07-01,Africa,Tunisia,Tunisia Crude,475,53931,113.54,0.0014000000000000002
2011-07-01,FSU,Azerbaijan,Azerbaijan Crude,15594,1869515,119.89,0.0464
2011-07-01,FSU,Kazakhstan,Kazakhstan Crude,21225,2475576,116.64,0.06309999999999999
2011-07-01,FSU,Other FSU countries,Other FSU Crude,8075,928870,115.04,0.024
2011-07-01,FSU,Russian Federation,Other Russian Fed. Crude,39563,4557756,115.2,0.1177
2011-07-01,FSU,Russian Federation,Urals,49404,5651194,114.39,0.1469
2011-07-01,Europe,Denmark,Denmark Crude,3951,469702,118.88,0.011699999999999999
2011-07-01,Europe,Norway,Statfjord,4184,498392,119.12,0.0124
2011-07-01,Europe,Norway,Ekofisk,9806,1169034,119.22,0.0292
2011-07-01,Europe,Norway,Other Norway Crude,20284,2393162,117.98,0.0603
2011-07-01,Europe,Norway,Oseberg,2836,337786,119.11,0.0084
2011-07-01,Europe,Norway,Gullfaks,3036,362072,119.26,0.009000000000000001
2011-07-01,Europe,Other European countries,Other Europe Crude,8252,937946,113.66,0.0245
2011-07-01,Europe,United Kingdom,Forties,6230,738121,118.48,0.018500000000000003
2011-07-01,Europe,United Kingdom,Brent Blend,1472,176342,119.8,0.0044
2011-07-01,Europe,United Kingdom,Other UK Crude,6440,757908,117.69,0.0192
2011-07-01,America,Brazil,Brazil Crude,3385,377454,111.5,0.0101
2011-07-01,America,Canada,Light Sweet (>30o API),1344,158474,117.91,0.004
2011-07-01,America,Colombia,Other Colombia Crude,786,86342,109.8,0.0023
2011-07-01,America,Mexico,Isthmus,400,44879,112.17,0.0012
2011-07-01,America,Mexico,Maya,5116,545015,106.54,0.0152
2011-07-01,America,Venezuela,Medium (22-30o),430,43699,101.63,0.0013
2011-07-01,America,Venezuela,Heavy (17-22o),435,44128,101.44,0.0013
2011-07-01,America,Venezuela,Extra Heavy (<17o),1640,156449,95.41,0.0049
2011-08-01,Middle East,Abu Dhabi,Murban,266,30058,113,8e-4
